Date,Year,Type,Country,State,Location,Activity,Sex,Age,Fatal Y/N,Time,Source,Fatal,Activity_Categorized
06-Jan-1963,1963,Unprovoked,South Africa,Kwazulu-Natal,"Selection Reef, Umdhloti",spearfishing,M,24,N,16h00,"D. Davies, p.117-118; C. Passmore, M. Levine, GSAF",0,fishing
04-Jan-1963,1963,Provoked,Australia,South Australia,Off Franklin Island Between Streaky Bay & Ceduna,shark fishing,,28,N,,SAF Case #1184,0,fishing
Jan-1963,1963,Watercraft,Mozambique,nan,"Limpopo River, 547 Km From The Sea",,,28,N,,"D. Davies, p.185; GSAF",0,Unknown
Early 1963,1963,Unprovoked,Fiji,Vita Levu,Korolevu (South Coast Between Nadi & Suva),,,28,UNKNOWN,,"S. Brown, P. Helfrich",1,Unknown
30-Dec-1962,1962,Provoked,South Africa,Kwazulu-Natal,Shark Tank At Oceanographic Research Institute,scuba diving,M,28,N,10h30,D. Davies,0,diving
09-Dec-1962,1962,Unprovoked,Australia,South Australia,Carrickalinga Head,spearfishing,M,16,Y,14h30,"H. Edwards, p.63; H.D. Baldridge, p.197; A. MacCormick, pp.91-93; A. Sharpe, p.124; J. West",1,fishing
Dec-1962,1962,Watercraft,South Africa,Western Cape Province,Swartklip,fishing,,28,N,,T. Wallet; GSAF,0,fishing
29-Nov-1962,1962,Unprovoked,Australia,New South Wales,Sydney,"spearfishing, scuba diving",M,26,N,,"H.D. Baldridge, p.183; SAF #1130",0,fishing
11-Nov-1962,1962,Unprovoked,United States,California,Farallon Islands,spearfishing / scuba diving (at surface),M,24,N,12h45 / 13h45,"D. Miller & R. Collier; R. Collier, pp.35-36; H.D. Baldridge, pp.73 & 78     ",0,surfing
10-Nov-1962,1962,Watercraft,Australia,New South Wales,Off Kisma,fishing,,28,N,,"Sydney Sunday Mirror, 11/11/1962 ",0,fishing
Nov-1962,1962,Sea Disaster,Other/Region,nan,Off Bermuda,abandoning burning ship captain george in raging seas,M,28,N,06h00,Press clippings,0,Other
28-Oct-1962,1962,Unprovoked,South Africa,Kwazulu-Natal,Paradise Reef,spearfishing,M,30,N,15h00,"D. Davies; M. Levine, GSAF",0,fishing
25-Oct-1962,1962,Unprovoked,Mexico,Veracruz,"Villa Del Mar Beach, Veracruz",wading,M,32,Y,08h30,C.G. Robles,1,Other
15-Oct-1962,1962,Unprovoked,Other/Region,Manus Island,Sisi  (West Coast Of Island),,M,26,N,,SAF Case #1116,0,Unknown
14-Oct-1962,1962,Watercraft,Australia,South Australia,Port Phillip Bay,adrift after wave swamped engine,M,28,N,,"Strand (London), 10/15/1962",0,Other
Oct-1962,1962,Unprovoked,Panama,Pinas Bay,nan,sitting in shallows,M,1,Y,,J. Hardie; D. de Sylva,1,Other
30-Sep-1962,1962,Unprovoked,Other/Region,Grand Turk Island,Long Cay,spearfishing,M,24,N,14h30,"H.D. Baldridge, p.197",0,fishing
22-Sep-1962,1962,Unprovoked,Mexico,Veracruz,"Villa Del Mar Beach, Veracruz",swimming,M,20,N,15h00,C.G. Robles,0,swimming
13-Sep-1962,1962,Unprovoked,International Waters,Off Coast Of West Africa,Off The Passenger Liner Stirling Castle,"when  a deckhand  jumped overboard, mciver dived after him with a rescue line.",M,29,Y,,"Daily Express (London), et. al, 9/22/1962 ",1,diving
02-Sep-1962 ,1962,Unprovoked,Italy,Tyrrhenian Sea,"Circeo, Secca Del Quadro",spearfishing with scuba gear,M,28,Y,10h20,"A. De Maddalena & C. Moore, GSAF; Carletti (1973), Gianturco (1978), Marini (1989), Gilioli (1989), Giudici & Fino (1989); E. Tortonese; H.D. Baldridge, p.183. Note: A.Resciniti, p.104 lists date as 22-Sep-1962",1,fishing
Reported 31-Aug-1962,1962,Provoked,Israel,Sharon,2 Km North Of Apollonia,fishing,M,28,UNKNOWN,,"C. Moore, GSAF",1,fishing
30-Aug-1962,1962,Watercraft,Turkey,Antalya Province,Ucagiz,,M,28,N,,"C.Moore, GSAF",0,Unknown
30-Aug-1962,1962,Provoked,Papua New Guinea,Northern District,Kufulu Point,fishing,M,49,N,Midday,SAF Case #1192,0,fishing
29-Aug-1962,1962,Provoked,United States,California,"Solana Beach, San Diego County",diving for abalone,M,39,N,08h30,"SAF Case #1059; D. Miller & R. Collier; R. Collier, p. xxv; H.D. Baldridge, p.164  ",0,Other
26-Aug-1962,1962,Watercraft,United States,Florida,6 Miles North Of Palm Beach,,,28,N,,"New York Post, 8/27/1962; SAF Case #1061",0,Unknown
23-Aug-1962,1962,Watercraft,South Africa,Western Cape Province,Robbesteen,fishing,,28,N,12h00,GSAF,0,fishing
19-Aug-1962,1962,Unprovoked,United States,Texas,"Off Andy Bowie Park, Padre Island, Near Port Isabel",surf fishing in waist-deep water,M,40,Y,15h30,"J. A. Hockaday, M.D.",1,surfing
12-Aug-1962,1962,Unprovoked,United States,New Jersey,"Manasquan, Ocean County",standing,M,24,N,14h00 - 15h00," L. Schultz & M. Malin, p.514, et.al.",0,floating/standing
01-Aug-1962,1962,Unprovoked,Papua New Guinea,"New Ireland Province, Bismarck Archipelago","Pekinberui Village, Tabar Island",spearfishing,M,28,Y,17h00,P.M. Moodie,1,fishing
Late Aug-1962,1962,Unprovoked,Italy,Tyrrhenian Sea,"Circeo, Secca Del Faro",diving,M,28,N,,"A. De Maddalena; Carletti (1973), Giudici & Fino (1989)",0,Other
Aug-1962,1962,Unprovoked,Senegal,Cap Vert Peninsula,nan,beach seine netting,M,23,N,,S. Trape,0,Other
28-Jul-1962,1962,Unprovoked,United States,South Carolina,"Off Hilton Head, Beaufort County",standing,M,21,N,,R. Stein,0,floating/standing
20-Jul-1962,1962,Provoked,Madagascar,nan,"Onboard Tuna Boat, M.V. Toscui Maru",finning the shark,M,20,N,Morning,J. D'Aubrey,0,Other
19-Jul-1962,1962,Provoked,United States,California,30 Miles South Of San Clemente Island,fishing for albacore,M,19,N,16h30,"R. Zarkas; San Diego Union, 7/30/1962 ",0,fishing
10-Jul-1962,1962,Unprovoked,United States,Georgia,"St. Simons Island Or Jeykll Island, Glynn County",playing in surf with his child  (9),M,41,N,17h00,L.H. Hancock,0,surfing
07-Jul-1962,1962,Unprovoked,United States,Georgia,"Jekyll Island, Glynn County",dived from inner-tube,M,13,N,14h10,"J. M. Hicks, M.D.; Washington Star, 7/14/1962",0,diving
21-Jun-1962,1962,Watercraft,South Africa,Western Cape Province,"Millers Point, False Bay","on a ""shark hunt""",,28,N,21h00,"M. Levine, GSAF",0,Other
17-Jun-1962,1962,Unprovoked,United States,Florida,"New Smyrna Beach, Volusia County",rolled off raft,M,11,N,11h50,"D. Reed; Hobart Gazette, 6/28/ 1962 s",0,Other
11-Jun-1962,1962,Unprovoked,United States,California,San Francisco Bay,escaping from alacatraz,M,31,N,night,"San Francisco Chronicle, 5/3/1986",0,Other
11-Jun-1962,1962,Unprovoked,United States,California,San Francisco Bay,escaping from alacatraz,M,32,Y,Night,"San Francisco Chronicle, 5/3/1986",1,Other
11-Jun-1962,1962,Unprovoked,United States,California,San Francisco Bay,escaping from alacatraz,M,35,Y,Night,"San Francisco Chronicle, 5/3/1986",1,Other
10-Jun-1962,1962,Unprovoked,Papua New Guinea,Madang Province,"Mouth Of Suareng River, A Mile From Taludig",washing,M,28,Y,Midday,"L. Malcolmson, Fisheries Officer",1,Other
10-Jun-1962,1962,Unprovoked,United States,South Carolina,"Hilton Head, Beaufort County",standing,M,13,N,16h00,"F. Glenn; Dr. H.C. Yeatman; D. E. Gatch, M.D. ",0,floating/standing
07-Jun-1962,1962,Watercraft,Australia,Western Australia,Emu Point,fishing,,28,N,07h00,"West Australian (Perth), 6/8/1962 ",0,fishing
04-Jun-1962,1962,Provoked,United States,California,"12' Tank At Steinhart Aquarium, San Francisco","scuba diving, attempting to catch a captive shark",M,55,N,13h30,"San Francisco Chronicle, 6/5/1962; H.D. Baldridge, p.183",0,diving
03-Jun-1962,1962,Unprovoked,United States,Florida,"Riviera Beach, Near Palm Beach Inlet, Palm Beach County",free diving,M,31,N,12h00,"M. Vorenberg, GSAF; Palm Beach Post, 6/4/1962 ",0,diving
29-May-1962,1962,Unprovoked,United States,Florida,"Jupiter, Palm Beach County",,M,17,N,,"M. Vorenberg, GSAF",0,Unknown
12-May-1962,1962,Sea Disaster,United States,California,"8 Miles Off Newport Beach, Orange County",25-foot cabin cruiser happy jack sank in heavy seas,,28,Y,03h45 - 04h00,"Enquirer & News (Battle Creek, MI), 5/14/1962; L. Schultz & M. Malin, p.562",1,Other
May 1962,1962,Watercraft,Fiji,Viti Levu,Near Suva,fishing,,28,N,,"Yorkshire Evening News, 5/5/1962",0,fishing
20-Apr-1962,1962,Provoked,Australia,Queensland,Nobbys Beach,fishing,,28,N,,"Sydney Daily Telegraph, 4/21/1962 ",0,fishing
09-Apr-1962,1962,Unprovoked,Mozambique,Gaza,Xai Xai,swimming,M,16,N,10h30,"M. Levine, GSAF;P.H. Jacques, M.D.;  D. Davies, pp.126-127",0,swimming
07-Apr-1962,1962,Unprovoked,South Africa,Kwazulu-Natal,Umhlali,wading,M,13,N,11h30,"D. Davies, p.117; D. Blane, M. Levine, GSAF ",0,Other
05-Apr-1962,1962,Provoked,South Africa,Eastern Cape Province,East London,fishing,,28,N,,T. Wallett,0,fishing
25-Mar-1962,1962,Provoked,New Zealand,"Off The Coromandel Peninsula, North Island",Alderman Islands,,M,28,N,,"Christchurch Star, 3/26/1962",0,Unknown
25-Mar-1962,1962,Watercraft,Australia,New South Wales,Norah Head,fishing & spearfishing,,28,N,,Sunday Mirror (Sydney),0,fishing
24-Mar-1962,1962,Unprovoked,Papua New Guinea,Madang,Matukar Village,swimming,M,10,Y,Late afternoon,"South Pacific Post (Port Moresby) 3/4/1962; L. Malcolmson, Fisheries Officer ",1,swimming
23-Feb-1962,1962,Unprovoked,Papua New Guinea,Central Province,Fisherman’S Island Near Port Moresby,swimming along a row of nets,M,28,N,,"South Pacific Post, 2/27/1962; V.M. Coppleson (1962), p.248",0,swimming
18-Feb-1962,1962,Provoked,New Zealand,Southland,Long Beach,swimming,M,15,N,,"SAF Case #1118; Southland Daily News 2/20/1962, ",0,swimming
15-Feb-1962,1962,Unprovoked,Australia,Queensland,Between Smith’S Rock & Moreton Island,fishing for snappers & cleaning mullet. put mullet over side of boat to wash it,M,28,N,A.M.,"Brisbane Courier Mail, 2/16/1962",0,fishing
07-Feb-1962,1962,Unprovoked,South Africa,Kwazulu-Natal,Winkelspruit,swimming,M,22,Y,09h00,"M. Levine, J. D'Aubrey, GSAF; D. Davies, pp.114-116",1,swimming
05-Feb-1962,1962,Unprovoked,South Africa,Kwazulu-Natal,Winkelspruit,treading water,M,13,Y,16h20,"M. Nielsen, M. Levine, GSAF; D. Davies, p.115",1,Other
04-Feb-1962,1962,Unprovoked,Australia,Queensland,Greenmount Beach,swimming,M,35,N,14h30,"Courier Mail (Brisbane), 2/5/1962",0,swimming
02-Feb-1962,1962,Watercraft,New Zealand,North Island,South Of New Plymouth,fishing,,28,UNKNOWN,,SAF Case #1125,1,fishing
Feb-1962,1962,Unprovoked,Solomon Islands,Guadalcanal Province,"North Coast, Guadalcanal Island",swimming outside fishing net,M,28,Y,,"Auckland Herald, 2/26/1962",1,swimming
27-Jan-1962,1962,Unprovoked,New Zealand,South Island,Oreti Beach,splashing,M,18,N,16h00,"R. Weeks, GSAF; V.M. Coppleson (1962), p.247; H. D. Baldridge, p.16",0,Other
26-Jan-1962,1962,Unprovoked,Mozambique,Gaza,Praia Sepulveda,,M,16,UNKNOWN,,D. Davies,1,Unknown
21-Jan-1962,1962,Provoked,Australia,New South Wales,Cronulla,spearfishing,M,19,N,,"Daily Mirror (Sydney) & Sydney Morning Herald, 1/22/1962 ",0,fishing
16-Jan-1962,1962,Provoked,New Zealand,South Island,"Pigeon Bay, Canterbury",fishing,,28,N,,"The Sun (Australia), 1/17/1962",0,fishing
15-Jan-1962,1962,Unprovoked,New Zealand,North Island,"Slipper Island, Coromandel Peninsula",spearfishing,M,44,N,12h00,"V.M. Coppleson (1962), p.254; H.D. Baldridge, p.1432",0,fishing
14-Jan-1962,1962,Unprovoked,United States,California,Farallon Islands,spearfishing / scuba diving (at surface),M,29,N,10h30,"D. Miller & R. Collier; R. Collier, pp.34-35; H.D. Baldridge, p.74; Clark, pp.98-99",0,surfing
14-Jan-1962,1962,Provoked,Australia,New South Wales,"Long Reef, North Manly",spearfishing,,28,N,,"Sydney Daily Telegraph, 1/15/1962 ",0,fishing
14-Jan-1962,1962,Unprovoked,Australia,New South Wales,"Lennox Head, Ballina",surfing,M,19,N,13h30,"The Star (Johannesburg), Daily Telegraph (Sydney), Sydney Morning Herald,  The Examiner (Launceston) 1/15/1962; V.M. Coppleson (1962), p.246; R.D. Weeks, GSAF",0,surfing
11-Jan-1962,1962,Watercraft,Australia,South Australia,Marino,fishing,,28,N,,"Adelaide News, 1/12/1962",0,fishing
11-Jan-1962,1962,Unprovoked,Papua New Guinea,"10ºs, 142ºe",Jukuataia Village,spearfishing,M,24,N,12h00,SAF Case #1193,0,fishing
11-Jan-1962,1962,Unprovoked,New Zealand,South Island,"Fairdown Beach, 5 Miles North Of Westport",surf fishing,F,54,N,18h00,"R. D. Weeks, GSAF; Dr. C. Foote; The Evening Post, 1/12/1962 ",0,surfing
10-Jan-1962,1962,Watercraft,Australia,South Australia,Ceduna,fishing for sharks,,28,N,,"Adelaide News, 1/10/1962",0,fishing
07-Jan-1962,1962,Provoked,Australia,Queensland,Dicky Beach,rowing,,28,N,,"Sydney Daily Telegraph, 1/8/1962 ",0,Other
07-Jan-1962,1962,Unprovoked,Australia,New South Wales,Sydney,surfing,,28,N,,1962-01-08 00:00:00,0,surfing
06-Jan-1962,1962,Watercraft,South Africa,Western Cape Province,6 Km Off Groot Brak River,fishing,,28,N,,T. Wallett,0,fishing
02-Jan-1962,1962,Provoked,Australia,New South Wales,"Seaspray, Near Sale",fishing,,28,N,,"Sydney Daily Telegraph, 1/3/1962 ",0,fishing
01-Jan-1962,1962,Unprovoked,Marshall Islands,Kwajalein Atoll,Roi-Namur Island,fishing with hand net in 2' of water,M,57,N,13h00,"L. R. Fletcher, M.D.",0,fishing
1962,1962,Unprovoked,Spain,Catalonia,Aigua Blava,dangling feet in the water,F,28,N,,"C. Moore, GSAF",0,fishing
Jan-Jun-1962,1962,Unprovoked,Indonesia,East Flores,Waewerang,,,28,Y,,"Djakarta Daily Mail, 7/20/1962",1,Unknown
Ca. 1962,1962,Unprovoked,Australia,South Australia,Dangerous Reef,diving,M,28,N,,"F. Dennis, p.76",0,Other
28-Dec-1961,1961,Unprovoked,Australia,Queensland,"Lambert'S Beach, Mackay",standing,F,18,Y,16h15,"V.M. Coppleson (1962), p.246; A. MacCormick, pp.19-21; A. Sharpe, p.101 ",1,floating/standing
28-Dec-1961,1961,Unprovoked,Australia,Queensland,"Lambert’S Beach, Mackay",standing,M,24,N,16h15,"V.M. Coppleson (1962), p.246; A. MacCormick, pp.19-21; A. Sharpe, p.101",0,floating/standing
28-Dec-1961,1961,Unprovoked,South Africa,Kwazulu-Natal,Umhlanga Rocks,treading water,M,18,N,16h50,"D.  Davies, pp.113-114; D. Davies & J. D'Aubrey; T. McDonnell, M. Levine, GSAF",0,Other
27-Dec-1961,1961,Provoked,Australia,Western Australia,"North Of Main Swimming Area In Waterman'S Bay Beach, Perth",spearfishing,M,23,N,07h00,"The West Australia, 12/28/1961 ",0,fishing
19-Dec-1961,1961,Watercraft,Australia,South Australia,Cowell,"fishing, hauling in a 5-lb snapper",,28,N,,"Adelaide Advertiser, 12/20/1961",0,fishing
18-Dec-1961,1961,Unprovoked,Mozambique,Gaza,Praia Sepulveda,bathing,M,20,N,16h00,Dr. C. d.  Nacimento,0,swimming
18-Dec-1961,1961,Unprovoked,Australia,Queensland,Noosa Heads,"surfing, pushing board ashore",M,22,Y,06h15,"Natal Daily News, 12/19/1961; Sydney Morning Herald, 12/20/1961; V.M. Coppleson (1962), p.246; H.D. Baldridge, p.172; A. Sharpe, pp.100-101",1,surfing
13-Dec-1961,1961,Unprovoked,Australia,Torres Strait,"Horn Island, Near Thursday Island",swimming with other crew near wharf,M,17,N,14h00,"Brisbane Courier Mail, 12/14/1961; V.M. Coppleson (1962), p.246",0,swimming
17-Oct-1961,1961,Unprovoked,Philippines,Western Luzon Island,Manila Bay,gathering shells,M,28,N,,"Newcastle Morning Herald, 10/28/1961 ",0,Other
Oct-1961,1961,Watercraft,Vanuatu,Shefa Province,Lelepa Island,paddling outrigger canoe,M,28,N,,"Pacific Islands Monthly, October 1961 ",0,kayaking
Oct-1961,1961,Unprovoked,United States,Florida,"Boca Raton, Palm Beach County",,M,45,Y,,"V.M. Coppleson (1962), p.249",1,Unknown
26-Sep-1961,1961,Provoked,United States,Florida,"Florida Keys, Monroe County",,M,16,N,16h30,H.D.Baldridge (1994) SAF Case #923,0,Unknown
24-Sep-1961,1961,Unprovoked,Croatia,Primorje-Gorski Kotar County,"Opatija, Northwestern Coast Of Rijeka Bay",swimming,M,19,Y,Early afternoon,"The Mid-Ocean News, 9/28/1961; H.D. Baldridge, p.15; A. De Maddalena & C. Moore, GSAF;; Anon. (1961), Giudici & Fino (1989), Fergusson (1996)",1,swimming
24-Sep-1961,1961,Provoked,Tanzania,nan,Near Entrance To Dar-Es-Salaam Harbour,fishing,M,42,N,07h00,Mombasa Times 9/25/1961,0,fishing
23-Sep-1961,1961,Unprovoked,Other/Region,165  Miles From Bermuda,nan,"survived us naval aircraft crash, climbing onboard rescue vessel when he fell back into sea",M,22,N,06h00,"E.L.de Wilton; V.M. Coppleson (1962), p.246; H.D. Baldridge, p.102",0,boarding
07-Sep-1961,1961,Unprovoked,International Waters,25 Km Off The Coast Of Iran & 483Km From Mouth Of Persian Gulf,Khark Island,"free diving, surveying a pipeline & examing cathodes under jetty",M,28,N,10h30,"Underseas, Ltd (London)",0,diving
Reported 06-Sep-1961,1961,Provoked,Italy,Venice Province,Chioggia,fishing,M,28,N,,"C. Moore, GSAF",0,fishing
20-Aug-1961,1961,Unprovoked,United States,California,"Portuguese Beach At Mouth Of Salmon Creek, Sonoma County",swimming,M,16,N,09h30 / 15h30,"L.A. Times, 8/21/1961; D. Miller & R. Collier; R. Collier, p.33; V.M. Coppleson (1962), p.249; H.D. Baldridge, p.72",0,swimming
16-Aug-1961,1961,Unprovoked,United States,South Carolina,"Pawley’S Island, Georgetown County",wading,M,19,N,08h00,C.O. Adams,0,Other
04-Aug-1961,1961,Unprovoked,Bermuda,nan,6 Miles From Shore,spearfishing,M,22,N,11h00,"R. McAllister; H.D. Baldridge, p.134",0,fishing
02-Aug-1961,1961,Unprovoked,United States,Hawaii,"Pearl Harbor Channel, O'Ahu","net fishing, picking catch from the net",M,38,N,17h30,"K. Kato; V.M. Coppleson (1962), p.246",0,fishing
01-Aug-1961,1961,Provoked,Papua New Guinea,Sandaun Province,Vanimo  On Musu Side Of Wutong Anchorage,"fishing, two large sharks passed. he speared one and it bit him",M,28,N,,"A.M. Rapson, p.147",0,fishing
29-Jul-1961,1961,Provoked,United States,New York,Whitewood Point On Lloyd Neck In Oyster Bay,spearfishing,M,57,N,14h30,B. Junker,0,fishing
16-Jul-1961,1971,Unprovoked,Turkey,Anatolia,"İnciralti Beach, İzmir",swimming,M,16,N,,"C. Moore, GSAF",0,swimming
07-Jul-1961,1961,Provoked,Australia,Queensland,Cape Moreton,shark fishing,,28,N,,"Brisbane Courier-Mail, 7/10/1961; SAF Case #894",0,fishing
Jul-1961,1961,Unprovoked,Italy,Adriatic Sea,Riccione,spearfishing,M,21,N,14h00,"M. Gregor; H.D. Baldridge, p.135; A. De Maddalena; Ellis (1973), Fergusson (1996), Mojetta et al. (1997)",0,fishing
Jul-1961,1961,Provoked,Panama,nan,"Jarque, Just South Of Piňas Bay",fishing (trolling)  from canoe,M,10,Y,,"J. Hardie, D. DeSylva",1,fishing
24-Jun-1961,1961,Unprovoked,United States,Florida,"500 Yards From Fowey Rock Light, 9 Miles East Of Key Biscayne, Miami",scuba diving & spearfishing,M,23,Y,09h30,"D. McGee, J. Quillian, W. M. Stephens; V.M. Coppleson (1962), p.249; H.D. Baldridge, p.183",1,fishing
18-Jun-1961,1961,Unprovoked,United States,Florida,"Jensen Beach, Martin County",standing,M,25,N,Afternoon,"News Tribune, 6/20/1961",0,floating/standing
Reported 06-Jun-1961,1961,Watercraft,United States,Florida,"Ponte Vedra Beach, St. Johns County",spearfishing on scuba,M,28,N,,"Florida Times-Union, 6/6/1961 ",0,fishing
02-Jun-1961,1961,Unprovoked,International Waters,East New Britain Province,Rabaul,spearfishing,M,28,N,,"A.M. Rapson, p.150",0,fishing
01-Jun-1961,1961,Provoked,Papua New Guinea,"Admiralty Islands, Manus Province","Rossun, Manus","fishing, speared shark upset canoe & man fell in water",M,19,N,,"J. McDonough; A. M. Rapson, p.147; Papua and New Guinea Agricultural Journal;",0,fishing
21-May-1961,1961,Unprovoked,United States,California,"Tomales Point, Marin County",free diving for abalone,M,20,N,08h00 / 09h30,"D. Miller & R. Collier; R. Collier, pp.32-33 ",0,diving
17-May-1961,1961,Unprovoked,International Waters,East New Britain Province,Kokopo,collecting dynamited fish,M,28,N,,"A.M. Rapson, p. 150]",0,fishing
15-May-1961,1961,Unprovoked,United States,Florida,"Laguna Beach, Bay County",walking in chest-deep water,M,52,N,11h30,"G.L. Morris; Post Herald (Birmingham, Alabama) 5/18/1961; V.M. Coppleson (1962), p.249",0,Other
07-May-1961,1961,Provoked,Australia,Western Australia,"Quinn’S Rocks, South Of Yanchep",spearfishing,M,28,N,,"The West Australian (Perth), 5/8/1961 ",0,fishing
25-Apr-1961,1961,Provoked,Australia,New South Wales,"Trial Bay, North Of Kempsey",spearfishing,M,28,N,12h00,"Kempsey Macleay Argus (N.S.W.), 4/27/1961",0,fishing
21-Apr-1961,1961,Unprovoked,Mozambique,Gaza,"Sepulveda Beach, Xai Xai",swimming,M,37,N,10h00,"D. Davies, pp.125-126; M. Levine,GSAF; Star, 4/23/1961",0,swimming
17-Apr-1961,1961,Provoked,South Africa,Eastern Cape Province,Port Elizabeth Oceanarium,diving,M,28,N,,"G. Ross, M. Levine, GSAF",0,Other
16-Apr-1961,1961,Unprovoked,United States,Florida,"Fowey Rock Light, Miami",spearfishing,M,22,N,,"W. M. Stephens; H.D. Baldridge, p.166; Clark, p.102 ",0,fishing
16-Apr-1961,1961,Provoked,Australia,New South Wales,Otford,spearfishing,M,21,N,,"Sydney Morning Herald, 4/17/1961; G. P. Whitley; Perth Daily News, 4/19/1961;  V.M. Coppleson (1962), p.252; H.D. Baldridge, p.165",0,fishing
14-Apr-1961,1961,Unprovoked,Australia,New South Wales,10 Miles Off Nambucca Heads  Onboard Trawler,"checking fish traps, fell into the water",M,40,N,Night,"G. P. Whiltley citing Sydney Morning Herald, 4/15/1961 & 4/17/1961",0,fishing
09-Apr-1961,1961,Unprovoked,Mozambique,Gaza,Xai Xai,"swimming, using bundles of sticks as raft",M,38,Y,11h00,"D. Davies, p.125; Star, 4/14/1961",1,swimming
